path,bytes,sha256,testzip_passed,member_hashes_verified,member_count
packages/EdgeTwinCal_edgetwincal_msn2026_v1_abandon_lab_return.zip,9405885,957e0008023bb8f6104f23a299bc67733bdc7fc9abef59fbcbbc7c35af2b9297,true,true,532
